행정구역,2022년07월_남_총인구수,2022년07월_남_연령구간인구수,2022년07월_남_0~9세,2022년07월_남_10~19세,2022년07월_남_20~29세,2022년07월_남_30~39세,2022년07월_남_40~49세,2022년07월_남_50~59세,2022년07월_남_60~69세,2022년07월_남_70~79세,2022년07월_남_80~89세,2022년07월_남_90~99세,2022년07월_남_100세 이상,2022년07월_여_총인구수,2022년07월_여_연령구간인구수,2022년07월_여_0~9세,2022년07월_여_10~19세,2022년07월_여_20~29세,2022년07월_여_30~39세,2022년07월_여_40~49세,2022년07월_여_50~59세,2022년07월_여_60~69세,2022년07월_여_70~79세,2022년07월_여_80~89세,2022년07월_여_90~99세,2022년07월_여_100세 이상
서울특별시 관악구 신사동(1162068500),11489,11489,369,546,2898,2330,1433,1538,1295,758,300,21,1,11388,11388,330,478,3139,1802,1337,1569,1387,930,359,54,3
서울특별시 관악구 신림동(1162069500),12176,12176,168,240,4399,3484,1470,1084,728,422,175,5,1,10905,10905,144,252,4743,2495,1046,760,738,504,189,32,2
서울특별시 관악구 난향동(1162071500),7404,7404,512,709,861,811,1377,1343,969,593,215,14,0,7742,7742,512,682,794,883,1384,1260,1163,710,306,48,0
서울특별시 관악구 조원동(1162072500),8775,8775,292,396,1829,1824,1206,1254,1092,627,238,17,0,8734,8734,292,394,2322,1493,1059,1061,1114,653,305,38,3
서울특별시 관악구 대학동(1162073500),14300,14300,335,493,3469,3374,2337,2069,1295,628,283,16,1,9260,9260,301,453,2426,1539,1118,1149,1156,727,340,51,0
서울특별시 관악구 삼성동(1162074500),10437,10437,368,658,1245,1300,1501,1951,1837,1094,441,42,0,10480,10480,326,601,1133,979,1294,1897,2103,1347,675,120,5
서울특별시 관악구 미성동(1162076500),14891,14891,755,1083,2299,2218,2238,2366,2171,1303,428,28,2,15535,15535,707,1086,2455,1998,2104,2525,2528,1457,585,84,6
서울특별시 관악구 난곡동(1162077500),13295,13295,506,928,2056,1920,1968,2271,2007,1203,413,22,1,13204,13204,532,789,1956,1590,1709,2349,2189,1408,583,94,5
서울특별시 서초구 (1165000000),194627,194627,15446,22438,24421,26462,34495,31247,22104,12765,4730,495,24,212719,212719,14584,21734,26468,31209,39434,31735,25624,14658,5918,1277,78
서울특별시 서초구 서초1동(1165051000),9931,9931,681,984,1368,1589,1734,1532,1149,641,224,28,1,10626,10626,591,915,1453,1814,1921,1579,1275,717,295,65,1
서울특별시 서초구 서초2동(1165052000),12662,12662,1128,1287,1573,2269,2341,1785,1260,729,262,25,3,13930,13930,1158,1208,1918,2725,2619,1794,1395,796,256,57,4
서울특별시 서초구 서초3동(1165053000),15322,15322,863,1538,2373,2498,2299,2462,1774,1079,394,37,5,16804,16804,833,1174,2983,2888,2669,2555,1986,1140,472,96,8
서울특별시 서초구 서초4동(1165053100),14928,14928,1410,2147,1700,1380,2802,2624,1488,914,415,47,1,15672,15672,1276,1972,1744,1862,3229,2426,1643,1018,413,83,6
서울특별시 서초구 잠원동(1165054000),12784,12784,948,1747,1640,1471,2268,2373,1402,660,246,27,2,13770,13770,871,1631,1713,1802,2733,2277,1524,775,363,74,7
서울특별시 서초구 반포본동(1165055000),173,173,8,23,11,11,33,39,22,16,9,1,0,199,199,10,29,22,13,43,34,19,19,6,0,4
서울특별시 서초구 반포1동(1165056000),16775,16775,1618,1982,1939,2529,3493,2537,1519,866,268,24,0,17709,17709,1544,1976,2238,2938,3627,2166,1807,964,356,86,7
서울특별시 서초구 반포2동(1165057000),7479,7479,836,1414,647,472,1555,1284,653,425,179,10,4,8252,8252,750,1457,709,759,1957,1095,738,546,197,41,3
서울특별시 서초구 반포3동(1165058000),10342,10342,923,1545,1143,1015,1910,1895,1028,607,246,29,1,11404,11404,838,1479,1154,1258,2439,1799,1233,773,347,76,8
서울특별시 서초구 반포4동(1165058100),8953,8953,793,1140,1047,1058,1586,1429,1049,613,209,28,1,10094,10094,744,1112,1097,1318,1971,1572,1264,687,266,63,0
서울특별시 서초구 방배본동(1165059000),9549,9549,677,1292,1164,986,1680,1747,1092,595,281,34,1,11143,11143,641,1501,1365,1301,2108,1767,1246,744,395,69,6
서울특별시 서초구 방배1동(1165060000),7908,7908,555,685,1107,1259,1285,1147,967,615,254,30,4,8935,8935,507,632,1183,1518,1498,1342,1176,745,282,51,1
서울특별시 서초구 방배2동(1165061000),8726,8726,531,773,1224,1257,1375,1304,1245,744,251,22,0,9888,9888,508,765,1197,1527,1553,1563,1518,884,305,62,6
서울특별시 서초구 방배3동(1165062000),8723,8723,638,905,1091,1057,1299,1415,1298,717,272,31,0,9388,9388,621,868,1049,1213,1547,1561,1393,770,294,68,4
서울특별시 서초구 방배4동(1165062100),10582,10582,709,1260,1281,1408,1885,1799,1158,709,349,24,0,12659,12659,757,1436,1627,1797,2377,1935,1350,899,402,78,1
서울특별시 서초구 양재1동(1165065100),20415,20415,1610,2247,2477,2961,3593,3043,2545,1435,446,58,0,22348,22348,1554,2149,2546,3161,3829,3321,3219,1705,677,179,8
서울특별시 서초구 양재2동(1165065200),10890,10890,655,776,1677,2171,1823,1664,1272,648,189,15,0,10855,10855,547,747,1591,2022,1799,1671,1434,722,254,66,2
서울특별시 서초구 내곡동(1165066000),8485,8485,863,693,959,1071,1534,1168,1183,752,236,25,1,9043,9043,834,683,879,1293,1515,1278,1404,754,338,63,2
서울특별시 강남구 (1168000000),254498,254498,17127,31004,33042,35299,44623,41727,28283,16893,5909,573,18,277700,277700,16178,28516,36568,40967,52579,41370,33073,19250,7422,1691,86
서울특별시 강남구 신사동(1168051000),7335,7335,447,768,942,938,1160,1267,840,619,321,33,0,8463,8463,420,797,1094,1158,1479,1314,998,791,339,70,3
서울특별시 강남구 논현1동(1168052100),10349,10349,302,386,1922,2594,1835,1421,990,642,227,29,1,11679,11679,317,443,2466,2808,1944,1397,1199,749,290,60,6
서울특별시 강남구 논현2동(1168053100),9720,9720,503,638,1470,1922,1766,1478,990,686,244,22,1,11066,11066,480,623,1809,2225,1963,1555,1221,814,309,65,2
서울특별시 강남구 압구정동(1168054500),12034,12034,944,1308,1338,1269,1969,2078,1422,1131,516,59,0,13993,13993,993,1391,1543,1664,2450,2178,1764,1329,563,111,7
서울특별시 강남구 청담동(1168056500),11867,11867,1055,1165,1536,1644,2076,1881,1385,794,304,26,1,13566,13566,827,1078,1882,2235,2491,2098,1604,922,343,82,4
서울특별시 강남구 삼성1동(1168058000),6247,6247,383,708,897,852,952,1023,768,478,169,16,1,6482,6482,373,511,792,939,1110,1102,898,522,189,43,3
서울특별시 강남구 삼성2동(1168059000),14810,14810,1161,2005,1839,2110,2858,2462,1215,807,334,19,0,16110,16110,1042,1628,2046,2708,3495,2349,1414,1015,342,67,4
서울특별시 강남구 대치1동(1168060000),11997,11997,860,2982,1209,550,2300,2278,984,607,208,18,1,11929,11929,746,2320,1138,814,3127,1863,1089,577,194,56,5
서울특별시 강남구 대치2동(1168061000),18621,18621,1110,3647,2324,1474,2951,3353,2213,1209,311,29,0,18253,18253,976,2512,2003,1754,3978,3108,2311,1197,332,79,3
서울특별시 강남구 대치4동(1168063000),9252,9252,323,1290,1581,1474,1609,1647,704,441,173,10,0,10229,10229,312,1106,1689,1661,2200,1630,849,574,173,33,2
서울특별시 강남구 역삼1동(1168064000),17005,17005,437,704,3104,4826,3152,2217,1473,751,325,16,0,18019,18019,438,694,4180,4901,3038,1960,1545,862,331,64,6
서울특별시 강남구 역삼2동(1168065000),17241,17241,1206,2665,1904,2166,3886,3032,1220,827,316,19,0,19584,19584,1266,3047,2571,2593,4718,2511,1454,1030,325,64,5
서울특별시 강남구 도곡1동(1168065500),10110,10110,788,1117,1273,1323,1758,1727,1247,629,219,29,0,11203,11203,824,1299,1393,1631,1997,1700,1347,672,290,48,2
서울특별시 강남구 도곡2동(1168065600),15264,15264,1298,2128,1669,1306,2691,2817,1730,1131,454,39,1,17591,17591,1276,2615,2009,1842,3496,2794,1888,1151,419,100,1
서울특별시 강남구 개포1동(1168066000),3406,3406,227,342,360,321,496,549,588,385,125,13,0,3601,3601,208,345,359,385,539,567,638,377,141,37,5
서울특별시 강남구 개포2동(1168067000),13676,13676,1204,1776,1778,1491,2216,2448,1680,868,199,15,1,14516,14516,1101,1796,1728,1778,2644,2490,1830,818,252,78,1
서울특별시 강남구 개포4동(1168069000),11405,11405,831,1102,1599,1693,1861,1951,1463,690,195,20,0,12204,12204,768,1161,1566,1840,2070,2044,1686,747,253,65,4
서울특별시 강남구 세곡동(1168070000),20356,20356,1770,2419,2347,2788,3772,3024,2332,1346,489,64,5,22839,22839,1761,2452,2742,3255,4081,3150,2879,1461,847,205,6
서울특별시 강남구 일원본동(1168072000),11447,11447,1052,1921,1259,1238,1973,1799,1400,620,162,23,0,11671,11671,853,1367,1125,1416,2390,1907,1621,639,258,91,4
서울특별시 강남구 일원1동(1168073000),7288,7288,320,598,1028,1142,1060,1104,1146,674,193,20,3,7700,7700,332,447,1028,1066,1001,1195,1411,759,367,90,4
서울특별시 강남구 일원2동(1168074000),8463,8463,610,1072,965,1172,1431,1268,1077,681,167,19,1,9037,9037,566,618,816,1261,1583,1334,1489,962,342,61,5
서울특별시 강남구 수서동(1168075000),6605,6605,296,263,698,1006,851,903,1416,877,258,35,2,7965,7965,299,266,589,1033,785,1124,1938,1282,523,122,4
서울특별시 송파구 (1171000000),319423,319423,24457,29705,42439,50694,52550,49800,41465,21117,6538,643,15,343647,343647,23114,28462,46760,55725,55924,52916,46976,22382,9332,1973,83
서울특별시 송파구 풍납1동(1171051000),6189,6189,332,406,766,911,901,1034,1086,540,191,21,1,6419,6419,265,371,699,834,885,1102,1288,645,289,41,0
서울특별시 송파구 풍납2동(1171052000),11625,11625,902,990,1574,1826,1923,1753,1559,823,255,20,0,12919,12919,855,954,2067,2068,2026,1855,1760,885,374,74,1
서울특별시 송파구 거여1동(1171053100),6194,6194,282,444,926,880,852,1134,967,520,175,13,1,6131,6131,237,445,815,784,861,1095,1042,545,256,49,2
서울특별시 송파구 거여2동(1171053200),11542,11542,987,947,1347,1797,1841,1912,1569,862,261,18,1,12011,12011,941,854,1298,1778,1827,2025,1794,967,432,90,5
서울특별시 송파구 마천1동(1171054000),9604,9604,418,778,1160,1123,1359,1844,1693,899,295,35,0,9165,9165,363,719,1043,933,1224,1669,1621,1009,509,74,1
서울특별시 송파구 마천2동(1171055000),9336,9336,329,619,1248,1160,1334,1769,1726,816,319,16,0,8947,8947,357,591,982,928,1205,1641,1753,966,446,78,0
서울특별시 송파구 방이1동(1171056100),7495,7495,485,763,1149,1108,1133,1232,980,475,154,16,0,8010,8010,477,753,1110,1127,1300,1415,1091,447,235,50,5
서울특별시 송파구 방이2동(1171056200),12071,12071,583,609,2023,2924,1861,1624,1451,731,244,21,0,14149,14149,483,534,3166,3333,1828,1870,1756,829,303,46,1
서울특별시 송파구 오륜동(1171056600),8707,8707,576,1386,1090,682,1341,1543,1217,694,158,20,0,9142,9142,526,1167,947,920,1727,1584,1427,559,208,74,3
서울특별시 송파구 오금동(1171057000),18510,18510,1328,1611,2615,2658,2642,3086,2791,1338,394,45,2,19614,19614,1220,1388,2405,2725,2851,3611,3156,1375,693,182,8
서울특별시 송파구 송파1동(1171058000),11142,11142,544,590,1897,2660,1598,1459,1404,712,261,17,0,12673,12673,522,647,2407,2662,1801,1799,1665,822,297,51,0
서울특별시 송파구 송파2동(1171059000),9165,9165,731,887,1173,1309,1460,1507,1255,644,177,22,0,9886,9886,694,913,1344,1431,1562,1581,1453,591,250,64,3
서울특별시 송파구 석촌동(1171060000),14947,14947,688,883,2433,3227,2336,2250,1839,941,323,26,1,16464,16464,683,871,2901,3512,2412,2357,2170,1108,380,64,6
서울특별시 송파구 삼전동(1171061000),14009,14009,673,956,2251,3022,2359,2011,1640,850,227,19,1,15895,15895,633,926,2732,3299,2538,2261,2070,947,403,84,2
서울특별시 송파구 가락본동(1171062000),12844,12844,793,850,1895,2277,1853,2159,1910,808,266,32,1,13069,13069,738,839,1931,2228,1836,2300,1938,832,363,62,2
서울특별시 송파구 가락1동(1171063100),13291,13291,1612,1217,1452,2226,2258,1822,1706,827,156,15,0,14142,14142,1447,1233,1483,2566,2378,2042,1938,780,213,58,4
서울특별시 송파구 가락2동(1171063200),15476,15476,1152,1773,2090,2234,2546,2489,2003,871,285,32,1,16154,16154,1087,1534,2156,2391,2730,2613,2268,879,410,81,5
서울특별시 송파구 문정1동(1171064100),9818,9818,624,743,1495,1721,1396,1515,1480,643,182,19,0,10062,10062,588,684,1483,1643,1421,1716,1579,625,259,61,3
서울특별시 송파구 문정2동(1171064200),13179,13179,763,703,1890,3213,2156,1692,1502,883,327,48,2,15608,15608,771,712,2993,3985,2320,1819,1713,830,382,82,1
서울특별시 송파구 장지동(1171064600),14087,14087,1096,1305,1936,2257,2222,2201,1909,884,251,26,0,15107,15107,1069,1218,1878,2255,2326,2569,2192,1003,470,120,7
서울특별시 송파구 위례동(1171064700),21474,21474,3539,2940,2024,3273,4479,2776,1583,686,162,12,0,22548,22548,3355,2848,2110,3872,4525,2791,1854,750,335,105,3
서울특별시 송파구 잠실본동(1171065000),13337,13337,565,806,2227,3008,2129,1931,1638,776,233,23,1,14542,14542,569,801,2698,3059,2169,2087,1871,891,337,56,4
서울특별시 송파구 잠실2동(1171067000),16628,16628,1808,2878,1541,1321,3730,2879,1375,833,246,17,0,18207,18207,1737,2839,1741,2020,4416,2475,1634,968,320,54,3
서울특별시 송파구 잠실3동(1171068000),16251,16251,1453,2038,1799,1545,2868,2655,2146,1346,369,31,1,17917,17917,1369,2005,1880,2157,3264,2763,2551,1398,429,97,4
서울특별시 송파구 잠실4동(1171069000),10185,10185,1247,1345,926,1039,2108,1523,1162,634,185,16,0,11028,11028,1198,1220,937,1546,2280,1550,1347,637,250,60,3
서울특별시 송파구 잠실6동(1171071000),7894,7894,671,856,912,895,1296,1220,1176,606,222,38,2,8767,8767,662,852,955,1132,1494,1440,1279,619,273,57,4
서울특별시 송파구 잠실7동(1171072000),4423,4423,276,382,600,398,569,780,698,475,220,25,0,5071,5071,268,544,599,537,718,886,766,475,216,59,3
서울특별시 강동구 (1174000000),226179,226179,17312,20390,28784,34503,37422,35180,31559,15827,4783,399,20,235595,235595,16003,18380,30441,35256,37603,36372,35603,17275,7127,1475,60
서울특별시 강동구 강일동(1174051500),15851,15851,1598,1826,1811,2091,2674,2265,2094,1110,339,43,0,17167,17167,1412,1746,1764,2346,2766,2495,2692,1230,590,120,6
서울특별시 강동구 상일제1동(1174052500),19166,19166,2491,2181,1902,2510,3789,2675,2401,991,208,17,1,19765,19765,2371,2074,1840,2972,3779,2842,2590,898,311,84,4
서울특별시 강동구 상일제2동(1174052600),5543,5543,536,731,748,772,872,829,561,347,128,18,1,6312,6312,546,677,926,886,930,887,750,435,214,59,2
서울특별시 강동구 명일제1동(1174053000),12493,12493,1085,1291,1474,1904,1995,1951,1696,843,235,18,1,13215,13215,1060,1117,1430,1979,2206,2028,2034,908,351,101,1
서울특별시 강동구 명일제2동(1174054000),8487,8487,541,1316,1074,929,1359,1322,1210,591,128,16,1,8883,8883,523,1103,1137,995,1683,1332,1347,488,205,67,3
서울특별시 강동구 고덕제1동(1174055000),12111,12111,1292,2036,1128,1229,2535,1781,1356,562,166,26,0,11720,11720,1137,1557,934,1428,2650,1640,1415,606,260,89,4
서울특별시 강동구 고덕제2동(1174056000),11314,11314,1324,1109,1138,1712,2122,1638,1438,631,184,17,1,11158,11158,1187,999,1036,1895,2007,1596,1540,612,237,48,1
서울특별시 강동구 암사제1동(1174057000),16943,16943,936,1267,2391,2525,2752,2889,2481,1256,414,31,1,17222,17222,944,1236,2195,2309,2589,2964,2695,1554,618,115,3
서울특별시 강동구 암사제2동(1174058000),7318,7318,667,521,864,1336,1199,1091,920,540,172,6,2,7793,7793,615,517,946,1405,1196,1156,1086,601,225,45,1
서울특별시 강동구 암사제3동(1174059000),8599,8599,882,1001,944,1007,1557,1297,1132,585,179,12,3,8960,8960,821,926,911,1179,1635,1376,1259,573,229,50,1
서울특별시 강동구 천호제1동(1174060000),13070,13070,644,848,1763,2084,2012,2121,2161,1060,359,18,0,13569,13569,642,795,1770,1864,1907,2292,2391,1282,516,106,4
서울특별시 강동구 천호제2동(1174061000),16166,16166,828,857,2215,3061,2469,2632,2411,1268,398,27,0,16846,16846,725,802,2634,2994,2334,2627,2575,1447,606,99,3
서울특별시 강동구 천호제3동(1174062000),12733,12733,644,597,1878,2394,1855,2077,1972,981,314,19,2,13539,13539,572,552,2560,2486,1751,1952,2011,1090,482,78,5
서울특별시 강동구 성내제1동(1174064000),9558,9558,777,819,1282,1505,1607,1422,1247,660,222,16,1,10347,10347,679,833,1379,1632,1674,1591,1463,749,295,50,2
서울특별시 강동구 성내제2동(1174065000),11410,11410,499,540,1638,2139,1699,1849,1749,946,326,23,2,11786,11786,452,525,2040,1975,1558,1787,1914,1028,440,62,5
서울특별시 강동구 성내제3동(1174066000),11231,11231,587,962,1754,1740,1704,1888,1494,828,256,16,2,11712,11712,528,680,1699,1638,1823,2053,1884,944,397,62,4
서울특별시 강동구 길동(1174068500),22139,22139,1168,1445,3139,3746,3426,3511,3406,1757,497,42,2,23160,23160,1040,1315,3595,3512,3307,3665,3922,1906,740,152,6
서울특별시 강동구 둔촌제1동(1174069000),74,74,1,4,9,7,11,11,16,8,5,2,0,57,57,1,2,5,7,14,8,11,6,0,2,1
서울특별시 강동구 둔촌제2동(1174070000),11973,11973,812,1039,1632,1812,1785,1931,1814,863,253,32,0,12384,12384,748,924,1640,1754,1794,2081,2024,918,411,86,4
부산광역시  (2600000000),1629643,1629643,108724,136440,209148,205399,251966,268352,260048,137986,48016,3476,88,1704952,1704952,103236,128804,195316,194735,247326,281379,291836,167539,81932,12503,346
부산광역시 중구 (2611000000),19633,19633,562,904,2799,2381,2746,3440,3737,2169,808,86,1,20709,20709,494,915,3070,2070,2249,3205,4141,2857,1459,242,7
부산광역시 중구 중앙동(2611051000),1479,1479,17,30,350,337,204,211,196,93,39,2,0,1664,1664,17,22,603,354,164,166,174,99,50,14,1
부산광역시 중구 동광동(2611052000),1328,1328,28,37,144,137,170,239,287,202,77,6,1,1264,1264,28,48,124,96,116,208,281,220,120,23,0
부산광역시 중구 대청동(2611053000),2879,2879,81,153,431,327,424,493,553,291,114,12,0,3311,3311,76,183,483,303,386,510,656,448,205,60,1
부산광역시 중구 보수동(2611054500),5065,5065,170,263,728,576,721,886,961,516,219,25,0,5421,5421,163,258,764,534,600,865,1084,709,391,51,2
부산광역시 중구 부평동(2611056000),2115,2115,47,101,246,254,300,367,430,285,81,4,0,2325,2325,31,87,277,184,251,367,569,352,171,34,2
부산광역시 중구 광복동(2611057000),492,492,11,20,52,41,57,95,126,59,24,7,0,464,464,9,20,31,40,45,84,110,75,43,6,1
부산광역시 중구 남포동(2611058000),521,521,7,11,28,40,60,130,157,73,11,4,0,374,374,3,12,24,25,33,59,112,68,36,2,0
부산광역시 중구 영주제1동(2611059000),2379,2379,73,101,428,358,358,378,379,222,71,11,0,2297,2297,72,92,425,284,251,326,383,288,157,19,0
부산광역시 중구 영주제2동(2611060000),3375,3375,128,188,392,311,452,641,648,428,172,15,0,3589,3589,95,193,339,250,403,620,772,598,286,33,0
부산광역시 서구 (2614000000),50588,50588,2708,3593,6154,5341,7262,8734,9031,5430,2181,148,6,54167,54167,2436,3519,6482,5061,6827,8316,10228,6944,3756,588,10
부산광역시 서구 동대신제1동(2614051000),2736,2736,189,188,324,359,422,455,430,250,110,9,0,2839,2839,158,179,326,313,356,450,491,325,205,36,0
부산광역시 서구 동대신제2동(2614052000),3463,3463,124,226,375,299,469,626,648,459,225,12,0,3687,3687,118,231,351,241,444,615,757,560,318,52,0
부산광역시 서구 동대신제3동(2614053000),3563,3563,203,239,525,432,509,553,587,347,152,15,1,4026,4026,191,266,653,381,507,560,683,491,250,42,2
부산광역시 서구 서대신제1동(2614054000),6380,6380,553,543,786,766,1047,1000,881,547,235,22,0,7166,7166,472,529,848,919,1074,1071,1049,741,399,64,0
부산광역시 서구 서대신제3동(2614056000),3593,3593,258,387,390,377,569,588,570,325,118,11,0,4255,4255,248,422,450,390,676,685,691,414,235,43,1
부산광역시 서구 서대신제4동(2614057000),3658,3658,306,407,424,347,562,601,575,303,121,11,1,3962,3962,259,359,389,424,624,639,642,377,208,41,0
부산광역시 서구 부민동(2614059000),3522,3522,195,280,649,430,488,539,535,285,113,8,0,3960,3960,177,297,815,454,490,525,617,346,202,35,2
부산광역시 서구 아미동(2614061500),3220,3220,39,140,349,267,408,618,729,468,187,11,4,3147,3147,44,110,344,185,286,448,725,587,367,49,2
부산광역시 서구 초장동(2614063000),2108,2108,49,69,209,175,295,404,469,311,121,6,0,2050,2050,50,86,167,125,222,293,471,356,247,33,0
부산광역시 서구 충무동(2614064000),4643,4643,211,258,624,536,635,832,843,492,203,9,0,5118,5118,201,249,783,506,604,775,982,659,318,40,1
부산광역시 서구 남부민제1동(2614065000),2430,2430,63,85,208,236,310,472,557,346,143,10,0,2370,2370,62,74,193,174,222,372,590,422,223,38,0
부산광역시 서구 남부민제2동(2614066000),4391,4391,141,237,429,361,576,864,937,624,212,10,0,4407,4407,119,199,353,288,474,682,1027,818,392,53,2
부산광역시 서구 암남동(2614068000),6881,6881,377,534,862,756,972,1182,1270,673,241,14,0,7180,7180,337,518,810,661,848,1201,1503,848,392,62,0
부산광역시 동구 (2617000000),42888,42888,2042,2456,5011,5551,6207,7369,7625,4668,1808,143,8,44963,44963,1852,2299,5105,5003,5326,6869,8494,6128,3395,476,16
부산광역시 동구 초량제1동(2617051000),2506,2506,66,143,371,309,397,458,402,263,92,5,0,2496,2496,83,132,345,257,314,368,478,320,180,17,2
부산광역시 동구 초량제2동(2617052000),2794,2794,73,124,292,321,381,541,545,363,134,19,1,2868,2868,56,118,311,226,297,432,649,487,251,41,0
부산광역시 동구 초량제3동(2617053000),6308,6308,659,403,794,1273,1051,920,739,340,111,15,3,6731,6731,580,373,1056,1355,1018,906,764,409,226,41,3
부산광역시 동구 초량제6동(2617055000),2812,2812,67,195,302,249,375,529,543,378,162,12,0,2961,2961,68,166,233,194,342,455,606,526,312,58,1
부산광역시 동구 수정제1동(2617056000),1983,1983,90,145,249,213,278,345,320,236,104,3,0,2086,2086,74,145,198,183,279,302,415,314,149,24,3
부산광역시 동구 수정제2동(2617057000),4636,4636,196,277,489,604,621,789,879,557,212,11,1,5119,5119,191,254,571,514,569,820,1015,752,383,49,1
부산광역시 동구 수정제4동(2617059000),1855,1855,44,97,180,150,232,364,394,265,117,12,0,1918,1918,31,73,147,131,157,289,391,421,246,32,0
부산광역시 동구 수정제5동(2617060000),2465,2465,68,166,274,198,337,434,470,377,131,9,1,2699,2699,60,155,227,162,289,430,589,474,271,42,0
부산광역시 동구 좌천동(2617064500),5733,5733,241,321,750,709,815,924,1035,648,272,16,2,6069,6069,228,310,649,651,685,1013,1138,870,472,51,2
부산광역시 동구 범일제1동(2617065000),5725,5725,165,269,641,659,763,1026,1195,711,275,21,0,5894,5894,150,289,588,499,575,923,1364,879,558,67,2
부산광역시 동구 범일제2동(2617066000),3970,3970,191,191,486,576,579,729,741,334,129,14,0,3959,3959,173,171,561,551,490,650,729,412,194,28,0
부산광역시 동구 범일제5동(2617068000),2101,2101,182,125,183,290,378,310,362,196,69,6,0,2163,2163,158,113,219,280,311,281,356,264,153,26,2
부산광역시 영도구 (2620000000),53854,53854,2376,3554,5978,5464,7473,9434,10612,6476,2326,159,2,55473,55473,2298,3382,4889,4627,6846,8798,11594,8265,4191,566,17
부산광역시 영도구 남항동(2620053000),5394,5394,192,243,563,572,724,1040,1114,678,252,16,0,5387,5387,176,247,490,449,608,809,1161,898,476,73,0
부산광역시 영도구 영선제1동(2620054000),1868,1868,72,113,205,171,253,311,377,259,100,7,0,2037,2037,74,116,169,167,234,345,465,303,143,20,1
부산광역시 영도구 영선제2동(2620055000),3928,3928,172,262,438,403,484,670,754,522,207,16,0,4150,4150,142,240,341,354,478,673,855,692,321,54,0
부산광역시 영도구 신선동(2620058500),4038,4038,103,213,368,315,550,800,855,579,246,9,0,4011,4011,85,188,298,223,395,585,896,804,477,60,0
부산광역시 영도구 봉래제1동(2620059000),3275,3275,157,193,324,355,472,540,684,392,144,14,0,3325,3325,132,183,286,283,393,471,761,495,276,42,3
부산광역시 영도구 봉래제2동(2620060500),3799,3799,230,251,384,440,597,657,607,434,188,11,0,3999,3999,251,254,337,405,555,595,706,582,283,30,1
부산광역시 영도구 청학제1동(2620063000),2909,2909,147,197,261,273,457,503,570,362,131,8,0,3029,3029,129,185,234,260,388,458,616,486,238,35,0
부산광역시 영도구 청학제2동(2620064000),8579,8579,411,690,922,911,1227,1511,1599,971,322,14,1,8751,8751,440,613,773,733,1202,1446,1787,1132,544,79,2
부산광역시 영도구 동삼제1동(2620065000),13152,13152,600,1025,1714,1357,1780,2232,2561,1375,467,41,0,13791,13791,626,972,1403,1197,1801,2377,2740,1708,850,112,5
부산광역시 영도구 동삼제2동(2620066000),2258,2258,150,133,381,237,359,330,367,229,65,6,1,2069,2069,130,140,229,224,293,283,379,261,122,8,0
부산광역시 영도구 동삼제3동(2620067000),4654,4654,142,234,418,430,570,840,1124,675,204,17,0,4924,4924,113,244,329,332,499,756,1228,904,461,53,5
부산광역시 부산진구 (2623000000),169171,169171,9751,12068,24317,23836,25114,27250,26819,14348,5298,363,7,182265,182265,9434,11778,26160,22934,24375,28692,30620,17848,9155,1242,27
부산광역시 부산진구 부전제1동(2623051000),7864,7864,309,291,1534,1357,983,1302,1247,609,218,14,0,7921,7921,303,263,1988,1228,779,1064,1194,685,373,43,1
부산광역시 부산진구 부전제2동(2623052000),5235,5235,317,232,1118,987,826,757,646,266,75,10,1,5446,5446,297,248,1386,882,707,762,681,306,141,34,2
부산광역시 부산진구 연지동(2623054000),9630,9630,669,890,1015,1095,1522,1535,1574,928,376,25,1,10717,10717,656,852,961,1056,1653,1704,1963,1218,571,83,0
부산광역시 부산진구 초읍동(2623055000),10452,10452,599,879,1043,1113,1557,1759,1783,1219,470,29,1,11254,11254,573,694,971,1090,1528,1764,2262,1505,760,105,2
부산광역시 부산진구 양정제1동(2623056000),9205,9205,518,708,1271,1183,1364,1612,1487,735,301,26,0,10388,10388,518,721,1324,1230,1390,1845,1691,1037,570,59,3
부산광역시 부산진구 양정제2동(2623057000),5479,5479,231,241,1134,1042,833,766,655,388,176,11,2,6435,6435,226,263,1755,1137,766,715,774,506,257,35,1
부산광역시 부산진구 전포제1동(2623060000),10332,10332,727,626,1948,2200,1575,1285,1108,598,247,18,0,11240,11240,699,645,2467,2126,1501,1332,1237,763,407,63,0
부산광역시 부산진구 전포제2동(2623061000),9698,9698,426,556,1566,1471,1337,1458,1520,958,385,21,0,11031,11031,399,562,1817,1432,1460,1545,1874,1231,628,81,2
부산광역시 부산진구 부암제1동(2623064000),11289,11289,960,977,1303,1513,1898,1822,1619,896,278,22,1,11966,11966,842,931,1350,1597,1903,1934,1798,1032,515,61,3
부산광역시 부산진구 부암제3동(2623066000),8409,8409,503,899,1013,761,1301,1551,1429,696,249,7,0,8738,8738,459,908,783,753,1409,1612,1529,838,385,61,1
부산광역시 부산진구 당감제1동(2623067000),10842,10842,498,925,1398,1183,1518,2004,1983,955,347,31,0,11846,11846,512,869,1237,1061,1564,2249,2254,1269,712,117,2
부산광역시 부산진구 당감제2동(2623068000),4868,4868,346,351,575,799,763,683,754,419,168,10,0,5325,5325,362,321,647,782,735,754,931,531,234,28,0
부산광역시 부산진구 당감제4동(2623070000),5435,5435,325,412,625,614,826,1004,968,483,167,11,0,5733,5733,294,429,540,579,771,1104,1035,615,327,39,0
